CDUORG;NOME;UF;MUNICIPIO;ENDERECO;BAIRRO;CEP
027900001;AGÊNCIA REGIONAL DO TRABALHO EM BRASILÉIA;AC;BRASILÉIA;X;;99999999
027900002;AGÊNCIA REGIONAL DO TRABALHO EM CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;RUA REGOS BARROS, 168;CENTRO;69980000
027900003;AGÊNCIA REGIONAL DO TRABALHO EM TARAUACÁ;AC;FEIJÓ;X;;99999999
027900004;AGÊNCIA DE ATENDIMENTO PLACIDO DE CASTRO;AC;PLÁCIDO DE CASTRO;AV. EPAMINONDAS JACOME, 146;;69928000
027000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO ACRE;AC;RIO BRANCO;RUA MARECHAL DEODORO, 257;CENTRO;69900066
031901000;GERENCIA REGIONAL DO TRABALHO EM ARAPIRACA;AL;ARAPIRACA;XXX;xxx;99999999
112000028;AGÊNCIA REGIONAL DO TRABALHO EM ARAPIRACA;AL;ARAPIRACA;R. FERNANDES LIMA, 547 -;CENTRO;57300070
031900001;AGÊNCIA REGIONAL DO TRABALHO EM ATALAIA;AL;ATALAIA;.;;99999999
031901001;AGÊNCIA DE ATENDIMENTO DELMIRO GOUVEIA;AL;DELMIRO GOUVEIA;INEXISTENTE;;57480000
031000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM ALAGOAS;AL;MACEIÓ;RUA DO LIVRAMENTO, 148 - 6O. ANDAR - ED. WALMAP;Centro;57020030
031900008;AGÊNCIA REGIONAL DO TRABALHO EM PORTO REAL DO COLÉGIO;AL;MACEIÓ;.;;99999999
031901002;AGÊNCIA REGIONAL DO TRABALHO EM PALMEIRA DOS  INDIOS;AL;PALMEIRA DOS ÍNDIOS;.;;99999999
112000029;AGÊNCIA REGIONAL DO TRABALHO EM PALMEIRA DOS INDIOS;AL;PALMEIRA DOS ÍNDIOS;AV. MUNIZ FALCÃO, 545;SÃO LUIZ;57602490
031900002;AGÊNCIA DE ATENDIMENTO DE PENEDO;AL;PENEDO;INEXISTENTE;;57200000
031900003;AGÊNCIA DE ATENDIMENTO DE PORTO CALVO;AL;PORTO CALVO;INEXISTENTE;;57900000
031900004;AGÊNCIA DE ATENDIMENTO DE RIO LARGO;AL;RIO LARGO;RUA CORONEL PEDRO COUTINHO, 139;CENTRO;57100000
031900007;AGÊNCIA REGIONAL DO TRABALHO EM MARAGOGI;AL;SANTANA DO IPANEMA;XXX;xxx;99999999
031901003;AGÊNCIA REGIONAL DO TRABALHO EM SANTANA DO IPANEMA;AL;SANTANA DO IPANEMA;.;;99999999
031900005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MIGUEL DOS CAMPOS;AL;SÃO MIGUEL DOS CAMPOS;R. DR. RÔMULO DE ALMEIDA, 153;LOT. JOSE ALVES;57240000
031900006;AGÊNCIA REGIONAL DO TRABALHO EM UNIÃO DOS  PALMARES;AL;UNIÃO DOS PALMARES;TV. JOSÉ DOMARQUES, S/N;;57800000
025900001;AGÊNCIA DE ATENDIMENTO DE MAUÉS;AM;AUTAZES;INEXISTENTE;;69240000
025900002;AGÊNCIA REGIONAL DO TRABALHO EM BOCA DO ACRE;AM;BOCA DO ACRE;.;;99999999
025900003;AGÊNCIA DE ATENDIMENTO S. GABRIEL DA CAHOEIRA;AM;BORBA;INEXISTENTE;;69200000
025900012;AGÊNCIA REGIONAL DO TRABALHO EM COARI;AM;COARI;.;;99999999
025902001;AGÊNCIA DE ATENDIMENTO DE COARI;AM;COARI;RUA GILBERTO MESTRINHO,223;CENTRO;69460000
025900011;AGÊNCIA REGIONAL DO TRABALHO EM EIRUNEPÉ;AM;EIRUNEPÉ;.;;99999999
025900004;AGÊNCIA REGIONAL DO TRABALHO HUMAITA;AM;HUMAITÁ;RUA S-1, S N°,;NOVO BAIRRO CENTENÁRIO;69800000
025900005;AGÊNCIA DE ATENDIMENTO DE  ITACOATIARA;AM;ITACOATIARA;RUA CASSIANO SEGUNDO, 820;CENTRO;69100000
025900014;AGÊNCIA REGIONAL DO TRABALHO EM ITACOATIARA;AM;ITACOATIARA;RUA CASSIANO SEGUNDO, 320;CENTRO;69100000
025900006;AGÊNCIA DE ATENDIMENTO DE LABREA;AM;LÁBREA;INEXISTENTE;;69830000
025900007;AGÊNCIA DE ATENDIMENTO DE MANACAPURU;AM;MANACAPURU;PRACA 16 DE JULHO,78;CENTRO;69400000
025900016;AGÊNCIA REGIONAL DO TRABALHO EM MANACAPURU;AM;MANACAPURU;RUA RAIMUNDO PECHECO TELES, 1683;TERRA PRETA;69400000
025000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO AMAZONAS;AM;MANAUS;AV. ANDRÉ ARAÚJO, 140;ALEIXO;69060000
025900008;AGÊNCIA DE ATENDIMENTO DE MANICORE;AM;MANICORÉ;INEXISTENTE;;69280000
025900015;AGÊNCIA REGIONAL DO TRABALHO EM MAUES;AM;MAUÉS;.;;99999999
025900009;AGÊNCIA DE ATENDIMENTO DE PARINTINS;AM;PARINTINS;AV. NAÇÕES UNIDAS, 1764;CENTRO;69050000
025900017;AGÊNCIA REGIONAL DO TRABALHO EM PARINTINS;AM;PARINTINS;XX;;99999999
025900010;AGÊNCIA DE ATENDIMENTO PRESIDENTE FIGUEIREDO;AM;PRESIDENTE FIGUEIREDO;RUA CAPIÚBA,13;CENTRO;69735000
025900018;AGÊNCIA REGIONAL DO TRABALHO EM PRESIDENTE FIGUEIREDO;AM;PRESIDENTE FIGUEIREDO;RUA CUPIUBA, 13,;HONÓRIO ROLDÃOI;69735000
025900019;AGÊNCIA REGIONAL DO TRABALHO EM SAO GABRIEL DA CACHOEIRA;AM;SÃO GABRIEL DA CACHOEIRA;.;;99999999
025901000;GERENCIA REGIONAL DO TRABALHO EM TABATINGA;AM;TABATINGA;XXX;xxx;99999999
112000035;AGÊNCIA REGIONAL DO TRABALHO EM TABATINGA;AM;TABATINGA;RUA GENERAL SAMPAIO N° 356,;SÃO FRANCISCO;69400000
025900013;AGÊNCIA REGIONAL DO TRABALHO EM TEFE;AM;TEFÉ;.;;99999999
025902000;GERÊNCIA REGIONAL DO TRABALHO EM TEFE;AM;TEFÉ;..;;99999999
039000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO AMAPÁ;AP;MACAPÁ;AVENIDA SALGADO FILHO, 61;Santa Rita;68900032
039900001;AGÊNCIA REGIONAL DO TRABALHO EM SANTANA;AP;SANTANA;.;;99999999
029901001;AGÊNCIA REGIONAL DO TRABALHO EM ALAGOINHAS;BA;ALAGOINHAS;RUA HEITOR FONTOURA, 11;CENTRO;48005470
029902001;AGÊNCIA DE ATENDIMENTO DE AMARGOSA;BA;AMARGOSA;INEXISTENTE;;45300000
029902002;AGÊNCIA DE ATENDIMENTO DE BARRA;BA;BARRA;INEXISTENTE;;47100000
029900001;AGÊNCIA DE ATENDIMENTO DE BARREIRAS;BA;BARREIRAS;RUA MARECHAL HERMES, 154;;47800000
029907000;GERÊNCIA REGIONAL DO TRABALHO EM BARREIRAS;BA;BARREIRAS;RUA ITAMARATI, 616;RENATO GONÇALVES;47800000
029905001;AGÊNCIA DE ATENDIMENTO DE BOM JESUS DA LAPA;BA;BOM JESUS DA LAPA;RUA CASTRO ALVES, 148;;47600000
029907001;AGÊNCIA REGIONAL DO TRABALHO EM BOM JESUS DA LAPA;BA;BOM JESUS DA LAPA;RUA DOS ESCOTEIROS, 150, FÓRUM JUIZ RODRIGUES PINTO;SÃO JOÃO;47600000
029905002;AGÊNCIA REGIONAL DO TRABALHO EM BRUMADO;BA;BRUMADO;PRAÇA POMPÍLIO LEITE, 100;CENTRO;46100000
029901002;AGÊNCIA DE ATENDIMENTO DE CACHOEIRA;BA;CACHOEIRA;PRAÇA DA ACLAMAÇÃO, 1;CENTRO;44300000
029901000;GERÊNCIA REGIONAL DO TRABALHO EM CAMAÇARI;BA;CAMAÇARI;RUA JOSÉ NUNES MATOS, 16;CENTRO;42800070
029901003;AGÊNCIA DE ATENDIMENTO DE CANDEIAS;BA;CANDEIAS;INEXISTENTE;;43800000
029902003;AGÊNCIA DE ATENDIMENTO CONCEICAO DE ALMEIDA;BA;CONCEIÇÃO DO ALMEIDA;INEXISTENTE;;44540000
029902004;AGÊNCIA DE ATENDIMENTO CONCEICAO DO COITE;BA;CONCEIÇÃO DO COITÉ;INEXISTENTE;;48730000
029902005;AGÊNCIA DE ATENDIMENTO DE CRUZ DAS ALMAS;BA;CRUZ DAS ALMAS;INEXISTENTE;;44380000
029902006;AGÊNCIA DE ATENDIMENTO EUCLIDES DA CUNHA;BA;EUCLIDES DA CUNHA;INEXISTENTE;;48500000
029903001;AGÊNCIA DE ATENDIMENTO DE EUNAPOLIS;BA;EUNÁPOLIS;INEXISTENTE;;45825000
029908000;GERÊNCIA REGIONAL DO TRABALHO EM EUNÁPOLIS;BA;EUNÁPOLIS;RUA LONDRES, 16;DINAH BORGES;45833999
029902000;GERÊNCIA REGIONAL DO TRABALHO EM FEIRA DE SANTANA;BA;FEIRA DE SANTANA;RUA MONSENHOR ADERBAL MIRANDA, 585;BRASÍLIA;44088024
029905003;AGÊNCIA REGIONAL DO TRABALHO EM GUANAMBI;BA;GUANAMBI;AVENIDA DEOLINDA MARTINS, 166;SANTO ANTONIO;46430000
029903000;GERÊNCIA REGIONAL DO TRABALHO EM ILHÉUS;BA;ILHÉUS;RUA VISCONDE DE MAUÁ, 524;Cidade Nova;45652042
029903002;AGÊNCIA REGIONAL DO TRABALHO EM IPIAU;BA;IPIAÚ;.;;99999999
029902007;AGÊNCIA DE ATENDIMENTO DE IPIRA;BA;IPIRA;INEXISTENTE;;44600000
029902008;AGÊNCIA REGIONAL DO TRABALHO EM IRECÊ;BA;IRECÊ;RUA AUGUSTO PEREIRA NUNES 135 SALA 216;;44900000
029902009;AGÊNCIA DE ATENDIMENTO DE ITABERABA;BA;ITABERABA;AV. BRIGADEIRO EDUARDO GOMES, 297;;46880000
029903003;AGÊNCIA REGIONAL DO TRABALHO EM ITABUNA;BA;ITABUNA;FÓRUM TRAB. DES. HUMBERTO MACHADO RUA DR. ÉRITO FRANCISCO MACHADO, S/N°;SÃO CAETANO;45607290
029903004;AGÊNCIA DE ATENDIMENTO DE ITAMARAJU;BA;ITAMARAJU;PRAÇA DA INDEPENDÊNCIA S/N;;45830000
029906001;AGENCIA REGIONAL DO TRABALHO EM ITAMARAJU;BA;ITAMARAJU;..;;99999999
029905004;AGÊNCIA REGIONAL DO TRABALHO EM ITAPETINGA;BA;ITAPETINGA;.;;99999999
029904001;AGÊNCIA REGIONAL DO TRABALHO EM JACOBINA;BA;JACOBINA;RUA CORONEL JOÃOVIEIRA, 165;CENTRO;44700000
029905005;AGÊNCIA REGIONAL DO TRABALHO EM JEQUIÉ;BA;JEQUIÉ;PÇA PROFESSOR FELIX DE BRITO, S/N;SÃO LUIZ;45200000
029904000;GERÊNCIA REGIONAL DO TRABALHO EM JUAZEIRO;BA;JUAZEIRO;RUA NAPOLEÃO LAUREANO, 422;Santo Antonio;48903040
029901004;AGÊNCIA DE ATENDIMENTO DE LAURO DE FREITAS;BA;LAURO DE FREITAS;INEXISTENTE;;42700000
029900002;AGÊNCIA DE ATENDIMENTO DE NAZARE;BA;NAZARÉ;INEXISTENTE;;44400000
029904002;AGÊNCIA REGIONAL DO TRABALHO EM PAULO AFONSO;BA;PAULO AFONSO;AVENIDA CARLOS BERENHAUSER - LOTE 03 A - QUADRA 01;;48600000
029902010;AGÊNCIA REGIONAL DO TRABALHO EM RIBEIRA DO POMBAL;BA;RIBEIRA DO POMBAL;.;;99999999
029000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NA BAHIA;BA;SALVADOR;AVENIDA JEQUITAIA, S/N, MINISTÉRIO DA ECONOMIA;Comércio;40015340
029900005;AGÊNCIA REGIONAL DO TRABALHO EM AFLITOS;BA;SALVADOR;RUA CARLOS GOMES, 80;CENTRO;40060410
029900006;AGÊNCIA REGIONAL DO TRABALHO EM SALVADOR-CALÇADA;BA;SALVADOR;.;;99999999
112000038;AGÊNCIA REGIONAL DO TRABALHO EM SALVADOR - SAC TRABALHISTA;BA;SALVADOR;RUA MIGUEL CALMON, 285,  TÉRREO;;40015901
029905006;AGÊNCIA DE ATENDIMENTO SANTA MARIA DA VITORIA;BA;SANTA MARIA DA VITÓRIA;INEISTENTE;;47640000
029902011;AGÊNCIA DE ATENDIMENTO DE SANTANA;BA;SANTANA;INEXISTENTE;;47700000
029901005;AGÊNCIA DE ATENDIMENTO DE SANTO AMARO;BA;SANTO AMARO;AV FERREIRA BANDEIRA, S/N AG INSS;CENTRO;44200000
029902016;AGÊNCIA REGIONAL DO TRABALHO EM SANTO AMARO;BA;SANTO AMARO;AVENIDA FERREIRA BANDEIRA, 132,;CENTRO;44200000
029900004;AGÊNCIA REGIONAL DO TRABALHO EM SANTO ANTÔNIO DE JESUS;BA;SANTO ANTÔNIO DE JESUS;AV. ROBERTO SANTOS, ITAQUARI SHOP. - 2º PISO, SL. 206 E 207;CENTRO;44572060
029902012;AGÊNCIA DE ATENDIMENTO SANTO ANTONIO DE JESUS;BA;SANTO ANTÔNIO DE JESUS;RUA RUI BARBOSA,189;CENTRO;44570000
029904003;AGÊNCIA REGIONAL DO TRABALHO EM SENHOR DO BOMFIM;BA;SENHOR DO BONFIM;AVENIDA ROBERTO SANTOS, 7;CENTRO;48970000
029902015;AGÊNCIA DE ATENDIMENTO DE SERRINHA;BA;SERRINHA;INEXISTENTE;;48700000
029901006;AGÊNCIA DE ATENDIMENTO DE SIMOES FILHO;BA;SIMÕES FILHO;INEXISTENTE;;43700000
029902013;AGÊNCIA DE ATENDIMENTO SAO GONCALO DOS CAMPOS;BA;SÃO GONÇALO DOS CAMPOS;AV. ANIBAL PEDREIRA, S/N TÉRREO;;44330000
029902014;AGÊNCIA DE ATENDIMENTO SAO SEBASTIAO DO PASSE;BA;SÃO SEBASTIÃO DO PASSÉ;RUA MIGUEL DIAS DOS SANTOS,152;CENTRO;43850000
029903005;AGÊNCIA DE ATENDIMENTO DE TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS;INEXISTENTE;;45995000
029906000;GERENCIA REGIONAL DO TRABALHO EM TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS;XX;xx;99999999
112000040;AGÊNCIA REGIONAL DO TRABALHO EM TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS;RUA BOTAFOGO, 75;SANTA ROSA DE LIMA;45998053
029900003;AGÊNCIA DE ATENDIMENTO TRABALHO DE VALENCA;BA;VALENÇA;INEXISTENTE;;45400000
029905000;GERÊNCIA REGIONAL DO TRABALHO EM VITÓRIA DA CONQUISTA;BA;VITÓRIA DA CONQUISTA;PRAÇA VIRGÍLIO FERRAZ, 32, 1 ANDAR;Centro;45000901
010000000;DEPARTAMENTO DE SEGURANÇA E SAÚDE NO TRABALHO;BR;BRASÍLIA;"ESPL. MINIST. BL F"" ANEXO B 1º ANDAR""";;70059900
011000000;MINISTÉRIO DO TRABALHO E EMPREGO;BR;BRASÍLIA;ESPLANADA DOS MINISTÉRIOS BLOCO F;;70059900
111000000;DEPARTAMENTO DE FISCALIZAÇÃO DO TRABALHO;BR;BRASÍLIA;ESPLAN. MINIST.ED. ANEXO ALA B 1 ANDAR;;70059900
030903001;AGÊNCIA DE ATENDIMENTO DE ACARAU;CE;ACARAÚ;INEXISTENTE;;62580000
030902001;AGÊNCIA  REGIONAL DO TRABALHO EM ARACATI;CE;ARACATI;.;;99999999
112000048;AGÊNCIA REGIONAL DO TRABALHO EM ARACATI;CE;ARACATI;RUA SANTOS DUMONT, 630;CENTRO;62400000
030901001;AGÊNCIA REGIONAL DO TRABALHO EM BARBALHA;CE;BARBALHA;.;;99999999
030902002;AGÊNCIA REGIONAL DO TRABALHO EM BATURITÉ;CE;BATURITÉ;.;;99999999
030903002;AGÊNCIA REGIONAL DO TRABALHO EM CAMOCIM;CE;CAMOCIM;.;;88888888
030902003;AGÊNCIA REGIONAL DO TRABALHO EM  CANINDÉ;CE;CANINDÉ;.;;99999999
112000049;AGÊNCIA REGIONAL DO TRABALHO EM CANINDÉ;CE;CANINDÉ;RUA ANTÔNIO MARTINS, 209;CENTRO;62700000
030900001;AGÊNCIA REGIONAL DO TRABALHO EM CAUCAIA;CE;CAUCAIA;RUA JOAQUIM BENTO CAVALCANTE, Nº 01;GRILO;61600440
030903003;AGENCIA REGIONAL DO TRABALHO EM CRATEUS;CE;CRATEÚS;.;;99999999
030901000;GERENCIA REGIONAL DO TRABALHO EM CRATO;CE;CRATO;..;;88888888
112000042;AGÊNCIA REGIONAL DO TRABALHO EM CRATO;CE;CRATO;AV.PERIMETRAL DOM FRANCISCO, 491,;SÃO MIGUEL;63101095
030900002;AGÊNCIA DE ATENDIMENTO DE EUSEBIO;CE;EUSÉBIO;INEXISTENTE;;61760000
030000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO CEARÁ;CE;FORTALEZA;RUA BARÃO DE ARACATI, 909;ALDEOTA;60115901
030900003;AGÊNCIA DE ATENDIMENTO DE CONJUNTO CEARA;CE;FORTALEZA;AV. B, 701 1ª ETAPA;CONJ. CEARA;60533603
030900004;AGÊNCIA REGIONAL DO TRABALHO EM FORTALEZA I;CE;FORTALEZA;AV. SGT. HERMÍNIO, 3100, PRES. KENNEDY (SHOP. RIOMAR);;60320504
030900005;AGÊNCIA REGIONAL DO TRABALHO EM MESSEJANA;CE;FORTALEZA;.;;99999999
030900006;AGÊNCIA REGIONAL DO TRABALHO EM FORTALEZA II;CE;FORTALEZA;R. DES. LAURO NOGUEIRA, 1500, PAPICU (SHOP. RIOMAR);;60176065
030901002;AGÊNCIA REGIONAL DO TRABALHO EM  IGUATU;CE;IGUATU;.;;99999999
112000046;AGÊNCIA REGIONAL DO TRABALHO EM IGUATU;CE;IGUATU;AV. DR JOSÉ HOLANDA MONTENEGRO, 624;CENTRO;63500013
030903004;AGÊNCIA REGIONAL DO TRABALHO EM ITAPIPOCA;CE;ITAPIPOCA;RUA DOM AURELIANO MATOS, 582;CENTRO;62500000
030901003;AGÊNCIA  REGIONAL DO TRABALHO EM JAGUARIBE;CE;JAGUARIBE;.;;99999999
030901004;AGÊNCIA REGIONAL DO TRABALHO EM JUAZEIRO DO  NORTE;CE;JUAZEIRO DO NORTE;.;;99999999
112000047;AGÊNCIA REGIONAL DO TRABALHO EM JUAZEIRO DO NORTE**DESATIVAR;CE;JUAZEIRO DO NORTE;Trav. Sgt. JUCA COSTA S/N, Sta. TEREZA (Esq. COM RUA JOSÉ MARROCOS);;63050395
112000099;GERÊNCIA REGIONAL DO TRABALHO EM JUAZEIRO DO NORTE;CE;JUAZEIRO DO NORTE;Trav. Sgt. JUCA COSTA S/N, Sta. TEREZA (Esq. COM RUA JOSÉ MARROCOS);SANTA TEREZA;63050395
112000051;AGÊNCIA REGIONAL DO TRABALHO EM LIMOEIRO DO NORTE;CE;LIMOEIRO DO NORTE;RUA CORONEL JOSÉ NUNES, 655;CENTRO;62930000
030902000;GERENCIA REGIONAL DO TRABALHO EM MARACANAU;CE;MARACANAÚ;.;;99999999
112000043;AGÊNCIA REGIONAL DO TRABALHO EM MARACANAÚ;CE;MARACANAÚ;RUA 14, CONJUNTO JEREISSATI 1, CONJUNTO JEREISSATI I;;61900250
030902004;AGÊNCIA REGIONAL DO TRABALHO EM  MARANGUAPE;CE;MARANGUAPE;.;;99999999
112000050;AGÊNCIA REGIONAL DO TRABALHO EM MARANGUAPE;CE;MARANGUAPE;R. CEL. ANTONIO BOTELHO DE SOUZA, 254 (MARANGUAPE SHOP. MALL);CENTRO;61940000
030901005;AGÊNCIA REGIONAL DO TRABALHO EM  MOMBAÇA;CE;MOMBAÇA;.;;99999999
112000045;AGÊNCIA REGIONAL DO TRABALHO EM MOMBAÇA;CE;MOMBAÇA;RUA PADRE SARMENTO, 35;CENTRO;63610000
112000064;AGÊNCIA REGIONAL DO TRABALHO EM NOVA VENÉCIA;CE;NOVA RUSSAS;AV.  VITORIA  Nº 570;CENTRO;29830000
030902005;AGÊNCIA REGIONAL DO TRABALHO EM QUIXADÁ;CE;QUIXADÁ;.;;88888889
030902006;AGÊNCIA REGIONAL DO TRABALHO EM RUSSAS;CE;RUSSAS;.;;99999999
030903000;GERÊNCIA REGIONAL DO TRABALHO EM SOBRAL;CE;SOBRAL;RUA PADRE FIALHO,  219;CENTRO;62010330
030903005;AGÊNCIA DE ATENDIMENTO DE TAUA;CE;TAUÁ;INEXISTENTE;;63660000
030903006;AGÊNCIA DE ATENDIMENTO DE TIANGUA;CE;TIANGUÁ;INEXISTENTE;;62320000
112000044;AGÊNCIA REGIONAL DO TRABALHO EM VÁRZEA ALEGRE;CE;VÁRZEA ALEGRE;AV DEPUTADO FIGUEIREDO CORREIA, 112;CENTRO;63540000
014000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO DISTRITO FEDERAL;DF;BRASÍLIA;SCS, QUADRA 08, ED. VENÂNCIO 2000, BLOCO B-50, 1º ANDAR;;70333900
014900003;AGÊNCIA REGIONAL DO TRABALHO NO GAMA;DF;BRASÍLIA;EQ 55/56, AE LESTE, ST. CENTRAL  (SHOPPING GAMA);;72405610
014900005;AGÊNCIA REGIONAL DO TRABALHO NO NUCLEO BANDEIRANTE;DF;BRASÍLIA;.;;99999999
014900006;AGÊNCIA REGIONAL DO TRABALHO EM PLANALTINA;DF;BRASÍLIA;.;;99999999
014900008;AGÊNCIA REGIONAL DO TRABALHO NO SIA;DF;BRASÍLIA;.;;99999999
014900009;AGÊNCIA REGIONAL DO TRABALHO EM SOBRADINHO;DF;BRASÍLIA;QUADRA 6 ÁREA ESPECIAL 08;;73026663
014900011;AGÊNCIA REGIONAL DO TRABALHO NA W3 NORTE;DF;BRASÍLIA;.;;99999999
014901000;GERENCIA REGIONAL DO TRABALHO EM TAGUATINGA;DF;BRASÍLIA;.X;.X;99999999
014901001;AGÊNCIA REGIONAL DO TRABALHO EM  BRAZLÂNDIA;DF;BRASÍLIA;.;;99999999
014901002;AGÊNCIA REGIONAL DO TRABALHO EM  CEILÂNDIA;DF;BRASÍLIA;.;;99999999
014901004;AGENCIA REGIONAL DO TRABALHO EM SAMAMBAIA;DF;BRASÍLIA;.;;99999999
112000017;AGÊNCIA REGIONAL DO TRABALHO EM TAGUATINGA;DF;BRASÍLIA;QS 03 LOTE 11 LOJAS 4 A 8;PISTÃO SUL / ÁGUAS CLARAS - DF;71953000
112000018;AGENCIA REGIONAL DO TRABALHO EM  SAMAMBAIA;DF;BRASÍLIA;.;;99999999
112000019;AGÊNCIA REGIONAL DO TRABALHO EM BRAZLÂNDIA;DF;BRASÍLIA;ÁREA ESP. 04 LOTE 03 - SETOR TRAD. AO LADO DO FÓRUM DE BRAZLÂNDIA;;72720640
112000020;AGÊNCIA REGIONAL DO TRABALHO EM CEILÂNDIA;DF;BRASÍLIA;PISO SUPERIOR SETOR M QNM 11 SHOP. POPULAR DE CEILÂNDIA;;72215110
112000052;AGÊNCIA REGIONAL DO TRABALHO NO RIACHO FUNDO;DF;BRASÍLIA;CONDOMÍNIO DA QE 12, ÁREA ESPECIAL I -;RIACHO FUNDO;70297400
020900001;AGÊNCIA REGIONAL DO TRABALHO DE ALEGRE;ES;ALEGRE;.;;99999999
020902001;AGÊNCIA REGIONAL DO TRABALHO DE  ALEGRE;ES;ALEGRE;.;;99999999
112000059;AGÊNCIA REGIONAL DO TRABALHO EM ALEGRE;ES;ALEGRE;RUA DÉCIO SANTOS, S/N,;CENTRO;29500000
020901001;AGÊNCIA REGIONAL DO TRABALHO DE ARACRUZ;ES;ARACRUZ;.;;99999999
112000062;AGÊNCIA REGIONAL DO TRABALHO EM ARACRUZ;ES;ARACRUZ;AVENIDA CASTELO BRANCO, 314;BELA VISTA;29192166
020901002;AGÊNCIA DE ATENDIMENTO BARRA DE SAO FRANCISCO;ES;BARRA DE SÃO FRANCISCO;INEXISTENTE;;29800000
020900002;AGÊNCIA REGIONAL DO TRABALHO EM CACHOEIRO DE ITAPEMIRIM;ES;CACHOEIRO DE ITAPEMIRIM;.;;99999999
020902000;GERENCIA REGIONAL DO TRABALHO SUL/ES;ES;CACHOEIRO DE ITAPEMIRIM;AV. BEIRA RIO, 297, L.04;Guadu;29300765
112000056;GERÊNCIA REGIONAL DO TRABALHO EM CACHOEIRO DO ITAPEMIRIM;ES;CACHOEIRO DE ITAPEMIRIM;AV. BEIRA RIO, 297. LOJA 04. COND. RESID. CLUB. BEIRA RIO;GUANDU;29300765
020900003;AGÊNCIA REGIONAL DO TRABALHO EM CARIACICA;ES;CARIACICA;.;;99999999
020901000;GERENCIA REGIONAL DO TRABALHO NORTE/ES;ES;COLATINA;.;;99999999
112000055;GERÊNCIA REGIONAL DO TRABALHO EM COLATINA;ES;COLATINA;AV.  GETULIO VARGAS  Nº 366  2º ANDAR;CENTRO;29700010
020900005;AGÊNCIA REGIONAL DO TRABALHO EM GUARAPARI;ES;GUARAPARI;RUA MARCÍLIO DIAS  Nº 384;MUQUIÇABA;29215130
020900004;AGÊNCIA REGIONAL DO TRABALHO EM GUAÇUÍ;ES;GUAÇUÍ;.;;99999999
020902002;AGÊNCIA REGIONAL DO TRABALHO EM GUACUI;ES;GUAÇUÍ;.;;99999999
020900006;AGÊNCIA DE ATENDIMENTO DE ITAPEMIRIM;ES;ITAPEMIRIM;RUA CRISTIANO DIAS LOPES FILHO, S/N;CENTRO;29330000
020900007;AGÊNCIA REGIONAL DO TRABALHO EM IÚNA;ES;IÚNA;.;;99999999
020902003;AGÊNCIA REGIONAL DO TRABALHO EM IUNA;ES;IÚNA;.;;99999999
020901003;AGÊNCIA REGIONAL DO TRABALHO DE LINHARES;ES;LINHARES;.;;99999999
112000063;AGÊNCIA REGIONAL DO TRABALHO EM LINHARES;ES;LINHARES;AV.  RUBEM RANGEL  Nº 411;CIDADE NOVA;29345000
020900012;AGÊNCIA REGIONAL DO TRABALHO DE MARATAÍZES;ES;MARATAÍZES;.;;99999999
020902004;AGÊNCIA REGIONAL DO TRABALHO EM MARATAIZES;ES;MARATAÍZES;.;;99999999
112000061;AGÊNCIA REGIONAL DO TRABALHO EM MARATAÍZES;ES;MARATAÍZES;.;;88888888
020900008;AGÊNCIA DE ATENDIMENTO DE MIMOSO DO SUL;ES;MIMOSO DO SUL;AV. PRESIDENTE VARGAS, 346;CENTRO;29400000
020902005;AGÊNCIA REGIONAL DO TRABALHO EM MIMOSO DO SUL;ES;MIMOSO DO SUL;.;;99999999
020901004;AGÊNCIA REGIONAL DO TRABALHO DE NOVA VENÉCIA;ES;NOVA VENÉCIA;.;;99999999
112000065;AGÊNCIA REGIONAL DO TRABALHO EM NOVA VENÉCIA;ES;NOVA VENÉCIA;AV.  VITORIA  Nº 570;CENTRO;29830000
020901005;AGÊNCIA DE ATENDIMENTO DE PEDRO CANARIO;ES;PEDRO CANÁRIO;INEXISTENTE;;29970000
020900009;AGÊNCIA REGIONAL DO TRABALHO EM SERRA;ES;SERRA;.;;88888888
020901006;AGÊNCIA REGIONAL DO TRABALHO  EM SÃO MATEUS;ES;SÃO MATEUS;.;;99999999
112000067;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MATEUS;ES;SÃO MATEUS;RUA DR. ARLINDO SODRÉ, 1024;CENTRO;29230290
020900010;AGÊNCIA REGIONAL DO TRABALHO EM VILA VELHA;ES;VILA VELHA;RUA HENRIQUE LARANJA, 400;;29100350
020000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO ESPÍRITO SANTO;ES;VITÓRIA;RUA PIETRÂNGELO DE BIASE, N. 56, 3º ANDAR;Centro;29010190
