codigo;nr;gradacao
318352-1;NR-18;I3
318353-0;NR-18;I3
318354-8;NR-18;I3
318355-6;NR-18;I3
318356-4;NR-18;I3
318357-2;NR-18;I3
318358-0;NR-18;I3
318359-9;NR-18;I3
318360-2;NR-18;I3
318361-0;NR-18;I3
318362-9;NR-18;I3
318363-7;NR-18;I3
318364-5;NR-18;I3
318365-3;NR-18;I3
318366-1;NR-18;I3
318367-0;NR-18;I3
318368-8;NR-18;I3
318369-6;NR-18;I3
318370-0;NR-18;I3
318371-8;NR-18;I3
318372-6;NR-18;I3
318373-4;NR-18;I3
318374-2;NR-18;I3
318375-0;NR-18;I3
318376-9;NR-18;I3
318377-7;NR-18;I3
318378-5;NR-18;I3
318379-3;NR-18;I3
318380-7;NR-18;I3
318381-5;NR-18;I3
318382-3;NR-18;I3
318383-1;NR-18;I3
318384-0;NR-18;I3
318385-8;NR-18;I3
318386-6;NR-18;I3
318387-4;NR-18;I3
318388-2;NR-18;I3
318389-0;NR-18;I3
318390-4;NR-18;I3
318391-2;NR-18;I3
318392-0;NR-18;I3
318393-9;NR-18;I3
318394-7;NR-18;I3
318395-5;NR-18;I3
318396-3;NR-18;I3
318397-1;NR-18;I3
318398-0;NR-18;I3
318399-8;NR-18;I3
318400-5;NR-18;I3
318401-3;NR-18;I3
318402-1;NR-18;I3
318403-0;NR-18;I3
318404-8;NR-18;I3
318405-6;NR-18;I3
318406-4;NR-18;I3
318407-2;NR-18;I3
318408-0;NR-18;I3
318409-9;NR-18;I3
318410-2;NR-18;I3
318411-0;NR-18;I3
318412-9;NR-18;I3
318413-7;NR-18;I3
318414-5;NR-18;I3
318415-3;NR-18;I3
318416-1;NR-18;I3
318417-0;NR-18;I3
318418-8;NR-18;I3
318419-6;NR-18;I3
318420-0;NR-18;I3
318421-8;NR-18;I3
318422-6;NR-18;I3
318423-4;NR-18;I3
318424-2;NR-18;I3
318425-0;NR-18;I3
318426-9;NR-18;I2
318427-7;NR-18;I3
318428-5;NR-18;I3
318429-3;NR-18;I3
318430-7;NR-18;I3
318431-5;NR-18;I3
318432-3;NR-18;I3
318433-1;NR-18;I3
318434-0;NR-18;I3
318435-8;NR-18;I3
318436-6;NR-18;I2
318437-4;NR-18;I3
318438-2;NR-18;I3
318439-0;NR-18;I3
318440-4;NR-18;I2
318441-2;NR-18;I3
318442-0;NR-18;I3
318443-9;NR-18;I3
318444-7;NR-18;I3
318445-5;NR-18;I3
318446-3;NR-18;I3
318447-1;NR-18;I3
318448-0;NR-18;I2
318449-8;NR-18;I3
318450-1;NR-18;I3
318451-0;NR-18;I3
318452-8;NR-18;I3
318453-6;NR-18;I3
318454-4;NR-18;I3
318455-2;NR-18;I2
318456-0;NR-18;I3
318457-9;NR-18;I4
318458-7;NR-18;I3
318459-5;NR-18;I3
318460-9;NR-18;I3
318461-7;NR-18;I3
318462-5;NR-18;I3
318463-3;NR-18;I3
318464-1;NR-18;I3
318465-0;NR-18;I3
318466-8;NR-18;I3
318467-6;NR-18;I3
318468-4;NR-18;I3
318469-2;NR-18;I3
318470-6;NR-18;I3
318471-4;NR-18;I3
318472-2;NR-18;I3
318473-0;NR-18;I2
318474-9;NR-18;I3
318475-7;NR-18;I3
318476-5;NR-18;I3
318477-3;NR-18;I3
318478-1;NR-18;I3
318479-0;NR-18;I3
318480-3;NR-18;I3
318481-1;NR-18;I3
318482-0;NR-18;I3
318483-8;NR-18;I3
318484-6;NR-18;I3
322018-4;NR-22;I4
322019-2;NR-22;I2
322020-6;NR-22;I4
322021-4;NR-22;I3
322022-2;NR-22;I3
322023-0;NR-22;I4
322024-9;NR-22;I4
322025-7;NR-22;I4
322026-5;NR-22;I4
322027-3;NR-22;I4
322028-1;NR-22;I4
322029-0;NR-22;I4
322030-3;NR-22;I4
322031-1;NR-22;I3
322032-0;NR-22;I4
322033-8;NR-22;I3
322034-6;NR-22;I3
322035-4;NR-22;I3
322036-2;NR-22;I3
322037-0;NR-22;I1
322038-9;NR-22;I1
322039-7;NR-22;I1
322040-0;NR-22;I1
322041-9;NR-22;I3
322042-7;NR-22;I4
322043-5;NR-22;I3
322044-3;NR-22;I4
322045-1;NR-22;I4
322046-0;NR-22;I4
322047-8;NR-22;I4
322048-6;NR-22;I4
322049-4;NR-22;I4
322050-8;NR-22;I3
322051-6;NR-22;I4
322052-4;NR-22;I3
322053-2;NR-22;I3
322054-0;NR-22;I3
322055-9;NR-22;I3
322056-7;NR-22;I3
322057-5;NR-22;I4
322058-3;NR-22;I4
322059-1;NR-22;I4
322060-5;NR-22;I3
322061-3;NR-22;I4
322062-1;NR-22;I4
322063-0;NR-22;I4
322064-8;NR-22;I3
322065-6;NR-22;I3
322066-4;NR-22;I3
322067-2;NR-22;I4
322068-0;NR-22;I4
322069-9;NR-22;I2
322070-2;NR-22;I4
322071-0;NR-22;I4
322072-9;NR-22;I4
322073-7;NR-22;I4
322074-5;NR-22;I4
322075-3;NR-22;I4
322076-1;NR-22;I4
322077-0;NR-22;I4
322078-8;NR-22;I4
322079-6;NR-22;I4
322080-0;NR-22;I4
322081-8;NR-22;I4
322082-6;NR-22;I4
322083-4;NR-22;I4
322084-2;NR-22;I4
322085-0;NR-22;I3
322086-9;NR-22;I4
322087-7;NR-22;I4
322088-5;NR-22;I1
322089-3;NR-22;I3
322090-7;NR-22;I3
322091-5;NR-22;I3
322092-3;NR-22;I3
322093-1;NR-22;I3
322094-0;NR-22;I3
322095-8;NR-22;I4
322096-6;NR-22;I4
322097-4;NR-22;I3
322098-2;NR-22;I4
322099-0;NR-22;I4
322100-8;NR-22;I3
322101-6;NR-22;I3
322102-4;NR-22;I3
322103-2;NR-22;I4
322104-0;NR-22;I3
322105-9;NR-22;I4
322106-7;NR-22;I4
322107-5;NR-22;I3
322108-3;NR-22;I4
322109-1;NR-22;I3
322110-5;NR-22;I4
322111-3;NR-22;I4
322112-1;NR-22;I4
322113-0;NR-22;I4
322114-8;NR-22;I4
322115-6;NR-22;I4
322116-4;NR-22;I4
322117-2;NR-22;I4
322118-0;NR-22;I4
322119-9;NR-22;I4
322120-2;NR-22;I4
322121-0;NR-22;I4
322122-9;NR-22;I2
322123-7;NR-22;I4
322124-5;NR-22;I3
322125-3;NR-22;I4
322126-1;NR-22;I4
322127-0;NR-22;I4
322128-8;NR-22;I3
322129-6;NR-22;I4
322130-0;NR-22;I4
322131-8;NR-22;I4
322132-6;NR-22;I4
322133-4;NR-22;I4
322134-2;NR-22;I3
322135-0;NR-22;I4
322136-9;NR-22;I4
322137-7;NR-22;I4
322138-5;NR-22;I4
322139-3;NR-22;I4
322140-7;NR-22;I4
322141-5;NR-22;I4
322142-3;NR-22;I4
322143-1;NR-22;I4
322144-0;NR-22;I4
322145-8;NR-22;I4
322146-6;NR-22;I4
322147-4;NR-22;I4
322148-2;NR-22;I4
322149-0;NR-22;I4
322150-4;NR-22;I4
322151-2;NR-22;I4
322152-0;NR-22;I3
322153-9;NR-22;I4
322154-7;NR-22;I3
322155-5;NR-22;I4
322156-3;NR-22;I4
322157-1;NR-22;I4
322158-0;NR-22;I4
322159-8;NR-22;I3
322160-1;NR-22;I4
322161-0;NR-22;I3
322162-8;NR-22;I4
322163-6;NR-22;I4
322164-4;NR-22;I4
322165-2;NR-22;I4
322166-0;NR-22;I4
322167-9;NR-22;I4
322168-7;NR-22;I4
322169-5;NR-22;I4
322170-9;NR-22;I4
322171-7;NR-22;I4
322172-5;NR-22;I4
322173-3;NR-22;I4
322174-1;NR-22;I4
322175-0;NR-22;I4
322176-8;NR-22;I4
322177-6;NR-22;I4
322178-4;NR-22;I4
322179-2;NR-22;I4
322180-6;NR-22;I4
322181-4;NR-22;I4
322182-2;NR-22;I4
322183-0;NR-22;I4
322184-9;NR-22;I4
322185-7;NR-22;I4
322186-5;NR-22;I4
322187-3;NR-22;I4
322188-1;NR-22;I4
322189-0;NR-22;I4
322190-3;NR-22;I4
322191-1;NR-22;I4
322192-0;NR-22;I4
322193-8;NR-22;I4
322194-6;NR-22;I4
322195-4;NR-22;I4
322196-2;NR-22;I4
322197-0;NR-22;I4
322198-9;NR-22;I4
322199-7;NR-22;I4
322200-4;NR-22;I4
322201-2;NR-22;I4
322202-0;NR-22;I4
322203-9;NR-22;I4
322204-7;NR-22;I4
322205-5;NR-22;I4
322206-3;NR-22;I4
322207-1;NR-22;I4
322208-0;NR-22;I4
322209-8;NR-22;I4
322210-1;NR-22;I4
322211-0;NR-22;I4
322212-8;NR-22;I4
322213-6;NR-22;I4
322214-4;NR-22;I4
322215-2;NR-22;I4
322216-0;NR-22;I4
322217-9;NR-22;I4
322218-7;NR-22;I4
322219-5;NR-22;I4
322222-5;NR-22;I4
322223-3;NR-22;I4
322224-1;NR-22;I4
322225-0;NR-22;I4
322226-8;NR-22;I4
322227-6;NR-22;I3
322228-4;NR-22;I4
322229-2;NR-22;I3
322230-6;NR-22;I3
322231-4;NR-22;I3
322232-2;NR-22;I4
322233-0;NR-22;I4
322234-9;NR-22;I4
322235-7;NR-22;I4
322236-5;NR-22;I4
322237-3;NR-22;I4
322238-1;NR-22;I4
322239-0;NR-22;I4
322240-3;NR-22;I4
322241-1;NR-22;I4
322242-0;NR-22;I4
322243-8;NR-22;I4
322244-6;NR-22;I2
322245-4;NR-22;I4
322246-2;NR-22;I4
322247-0;NR-22;I4
322248-9;NR-22;I4
322249-7;NR-22;I4
322250-0;NR-22;I4
322251-9;NR-22;I4
322252-7;NR-22;I4
322253-5;NR-22;I3
322254-3;NR-22;I4
322255-1;NR-22;I4
322256-0;NR-22;I2
322257-8;NR-22;I4
322258-6;NR-22;I3
322259-4;NR-22;I4
322260-8;NR-22;I4
322261-6;NR-22;I4
322262-4;NR-22;I4
322263-2;NR-22;I4
322264-0;NR-22;I4
322265-9;NR-22;I4
322266-7;NR-22;I4
322267-5;NR-22;I4
322268-3;NR-22;I4
322269-1;NR-22;I4
322270-5;NR-22;I4
322271-3;NR-22;I4
322272-1;NR-22;I4
322273-0;NR-22;I4
322274-8;NR-22;I4
322275-6;NR-22;I4
322276-4;NR-22;I4
322277-2;NR-22;I4
322278-0;NR-22;I4
322279-9;NR-22;I4
322280-2;NR-22;I4
322281-0;NR-22;I4
322282-9;NR-22;I4
322283-7;NR-22;I4
322284-5;NR-22;I4
322285-3;NR-22;I4
322286-1;NR-22;I4
322287-0;NR-22;I4
322288-8;NR-22;I3
322289-6;NR-22;I4
322290-0;NR-22;I4
322291-8;NR-22;I4
322292-6;NR-22;I4
322293-4;NR-22;I4
322294-2;NR-22;I4
322295-0;NR-22;I4
322296-9;NR-22;I4
322297-7;NR-22;I4
322298-5;NR-22;I4
322299-3;NR-22;I4
322300-0;NR-22;I4
322301-9;NR-22;I4
322302-7;NR-22;I4
322303-5;NR-22;I4
322304-3;NR-22;I4
322305-1;NR-22;I2
322306-0;NR-22;I2
322307-8;NR-22;I4
322308-6;NR-22;I2
322309-4;NR-22;I4
322310-8;NR-22;I3
322311-6;NR-22;I4
322312-4;NR-22;I2
322313-2;NR-22;I2
322314-0;NR-22;I2
322315-9;NR-22;I2
322316-7;NR-22;I2
322317-5;NR-22;I4
322318-3;NR-22;I3
322319-1;NR-22;I4
322320-5;NR-22;I4
322321-3;NR-22;I4
322322-1;NR-22;I4
322323-0;NR-22;I4
322324-8;NR-22;I4
322325-6;NR-22;I4
322326-4;NR-22;I4
322327-2;NR-22;I3
322328-0;NR-22;I4
322329-9;NR-22;I4
322330-2;NR-22;I3
322331-0;NR-22;I3
322332-9;NR-22;I2
322333-7;NR-22;I4
322334-5;NR-22;I3
322335-3;NR-22;I4
322336-1;NR-22;I2
322337-0;NR-22;I4
322338-8;NR-22;I4
322339-6;NR-22;I4
322340-0;NR-22;I4
322341-8;NR-22;I4
322342-6;NR-22;I4
322343-4;NR-22;I4
322344-2;NR-22;I4
322345-0;NR-22;I4
322346-9;NR-22;I4
322347-7;NR-22;I2
322348-5;NR-22;I3
322349-3;NR-22;I3
322350-7;NR-22;I4
322351-5;NR-22;I4
322352-3;NR-22;I4
322353-1;NR-22;I4
322354-0;NR-22;I4
322355-8;NR-22;I4
322356-6;NR-22;I4
322357-4;NR-22;I4
322358-2;NR-22;I4
322359-0;NR-22;I4
322360-4;NR-22;I4
322361-2;NR-22;I4
322362-0;NR-22;I4
322363-9;NR-22;I4
322364-7;NR-22;I4
322365-5;NR-22;I2
322366-3;NR-22;I3
322367-1;NR-22;I4
322368-0;NR-22;I4
322369-8;NR-22;I4
322370-1;NR-22;I4
322371-0;NR-22;I4
322372-8;NR-22;I4
322373-6;NR-22;I4
322374-4;NR-22;I4
322375-2;NR-22;I4
322376-0;NR-22;I4
322377-9;NR-22;I4
322378-7;NR-22;I4
322379-5;NR-22;I4
322380-9;NR-22;I4
322381-7;NR-22;I4
322382-5;NR-22;I4
322383-3;NR-22;I4
322384-1;NR-22;I3
322385-0;NR-22;I4
322386-8;NR-22;I4
322387-6;NR-22;I4
322388-4;NR-22;I4
322389-2;NR-22;I2
322390-6;NR-22;I4
322391-4;NR-22;I4
322392-2;NR-22;I4
322393-0;NR-22;I3
322394-9;NR-22;I4
322395-7;NR-22;I4
322396-5;NR-22;I4
322397-3;NR-22;I4
322398-1;NR-22;I3
322399-0;NR-22;I4
322400-7;NR-22;I3
322401-5;NR-22;I4
322402-3;NR-22;I4
322403-1;NR-22;I4
322404-0;NR-22;I4
322405-8;NR-22;I4
322406-6;NR-22;I4
322407-4;NR-22;I4
322408-2;NR-22;I3
322409-0;NR-22;I4
322410-4;NR-22;I4
322411-2;NR-22;I4
322412-0;NR-22;I4
322413-9;NR-22;I4
322414-7;NR-22;I4
322415-5;NR-22;I4
322416-3;NR-22;I4
322417-1;NR-22;I4
322418-0;NR-22;I4
322419-8;NR-22;I4
322420-1;NR-22;I4
322421-0;NR-22;I4
322422-8;NR-22;I4
322423-6;NR-22;I4
322424-4;NR-22;I4
322425-2;NR-22;I4
322426-0;NR-22;I4
322427-9;NR-22;I4
322428-7;NR-22;I4
322429-5;NR-22;I4
322430-9;NR-22;I4
322431-7;NR-22;I4
322432-5;NR-22;I3
322433-3;NR-22;I4
322434-1;NR-22;I4
322435-0;NR-22;I4
322436-8;NR-22;I4
322437-6;NR-22;I3
322438-4;NR-22;I4
322439-2;NR-22;I2
322440-6;NR-22;I4
322441-4;NR-22;I4
322442-2;NR-22;I3
322443-0;NR-22;I4
322444-9;NR-22;I4
322445-7;NR-22;I4
322446-5;NR-22;I4
322447-3;NR-22;I4
322448-1;NR-22;I4
322449-0;NR-22;I4
322450-3;NR-22;I4
322451-1;NR-22;I4
322452-0;NR-22;I4
322453-8;NR-22;I4
322454-6;NR-22;I4
322455-4;NR-22;I4
322456-2;NR-22;I4
322457-0;NR-22;I4
322458-9;NR-22;I4
322459-7;NR-22;I4
322460-0;NR-22;I4
322461-9;NR-22;I4
322462-7;NR-22;I4
322463-5;NR-22;I4
322464-3;NR-22;I4
322465-1;NR-22;I4
322466-0;NR-22;I4
322467-8;NR-22;I4
322468-6;NR-22;I4
322469-4;NR-22;I4
322470-8;NR-22;I4
322471-6;NR-22;I4
322472-4;NR-22;I2
322473-2;NR-22;I4
322474-0;NR-22;I4
322475-9;NR-22;I4
322476-7;NR-22;I4
322477-5;NR-22;I4
322478-3;NR-22;I3
322479-1;NR-22;I3
322480-5;NR-22;I4
322481-3;NR-22;I4
322482-1;NR-22;I4
322483-0;NR-22;I4
322484-8;NR-22;I4
322485-6;NR-22;I4
322486-4;NR-22;I4
322487-2;NR-22;I4
322488-0;NR-22;I4
322489-9;NR-22;I4
322490-2;NR-22;I4
322491-0;NR-22;I4
322492-9;NR-22;I4
322493-7;NR-22;I4
322494-5;NR-22;I4
322495-3;NR-22;I4
322496-1;NR-22;I4
322497-0;NR-22;I4
322498-8;NR-22;I4
322499-6;NR-22;I4
322500-3;NR-22;I4
322501-1;NR-22;I4
322502-0;NR-22;I4
322503-8;NR-22;I4
322504-6;NR-22;I4
322505-4;NR-22;I4
322506-2;NR-22;I4
322507-0;NR-22;I4
322508-9;NR-22;I4
322509-7;NR-22;I4
322510-0;NR-22;I4
322511-9;NR-22;I4
322512-7;NR-22;I3
322513-5;NR-22;I4
322514-3;NR-22;I4
322515-1;NR-22;I4
322516-0;NR-22;I4
322517-8;NR-22;I4
322518-6;NR-22;I4
322519-4;NR-22;I4
322520-8;NR-22;I4
322521-6;NR-22;I4
322522-4;NR-22;I4
322523-2;NR-22;I4
322524-0;NR-22;I4
322525-9;NR-22;I4
322526-7;NR-22;I4
322527-5;NR-22;I4
322528-3;NR-22;I4
322529-1;NR-22;I4
322530-5;NR-22;I3
322531-3;NR-22;I4
322532-1;NR-22;I4
322533-0;NR-22;I4
322534-8;NR-22;I4
322535-6;NR-22;I4
322536-4;NR-22;I4
322537-2;NR-22;I4
322538-0;NR-22;I4
322539-9;NR-22;I4
322540-2;NR-22;I4
322541-0;NR-22;I4
322542-9;NR-22;I4
322543-7;NR-22;I4
322544-5;NR-22;I3
322545-3;NR-22;I3
322546-1;NR-22;I3
322547-0;NR-22;I4
322548-8;NR-22;I4
322549-6;NR-22;I4
322550-0;NR-22;I3
322551-8;NR-22;I4
322552-6;NR-22;I4
322553-4;NR-22;I4
322554-2;NR-22;I4
322555-0;NR-22;I4
322556-9;NR-22;I4
322557-7;NR-22;I4
322558-5;NR-22;I4
322559-3;NR-22;I4
322560-7;NR-22;I4
322561-5;NR-22;I4
322562-3;NR-22;I4
322563-1;NR-22;I4
322564-0;NR-22;I4
322565-8;NR-22;I4
322566-6;NR-22;I4
322567-4;NR-22;I4
322568-2;NR-22;I4
322569-0;NR-22;I4
322570-4;NR-22;I4
322571-2;NR-22;I4
322572-0;NR-22;I4
322573-9;NR-22;I4
322574-7;NR-22;I4
322575-5;NR-22;I4
322576-3;NR-22;I4
322577-1;NR-22;I4
322578-0;NR-22;I4
322579-8;NR-22;I4
322580-1;NR-22;I4
322581-0;NR-22;I2
322582-8;NR-22;I3
322583-6;NR-22;I4
322584-4;NR-22;I4
322585-2;NR-22;I4
322586-0;NR-22;I4
322587-9;NR-22;I4
322588-7;NR-22;I4
322589-5;NR-22;I4
322590-9;NR-22;I4
322591-7;NR-22;I4
322592-5;NR-22;I4
322593-3;NR-22;I4
322594-1;NR-22;I4
322595-0;NR-22;I4
322596-8;NR-22;I4
322597-6;NR-22;I4
322598-4;NR-22;I2
322599-2;NR-22;I3
322600-0;NR-22;I3
322601-8;NR-22;I3
322602-6;NR-22;I4
322603-4;NR-22;I4
322604-2;NR-22;I3
322605-0;NR-22;I4
322606-9;NR-22;I4
322607-7;NR-22;I4
322608-5;NR-22;I4
322609-3;NR-22;I4
322610-7;NR-22;I4
322611-5;NR-22;I3
322612-3;NR-22;I4
322613-1;NR-22;I3
322614-0;NR-22;I4
322615-8;NR-22;I4
322616-6;NR-22;I4
322617-4;NR-22;I4
322618-2;NR-22;I4
322619-0;NR-22;I4
322620-4;NR-22;I4
322621-2;NR-22;I3
322622-0;NR-22;I4
322623-9;NR-22;I4
322624-7;NR-22;I4
322625-5;NR-22;I4
322626-3;NR-22;I4
322627-1;NR-22;I4
322628-0;NR-22;I3
322629-8;NR-22;I3
322630-1;NR-22;I3
322631-0;NR-22;I3
322632-8;NR-22;I3
322633-6;NR-22;I3
322634-4;NR-22;I3
322635-2;NR-22;I3
322636-0;NR-22;I3
322637-9;NR-22;I3
322638-7;NR-22;I3
322639-5;NR-22;I3
322640-9;NR-22;I4
322641-7;NR-22;I4
322642-5;NR-22;I3
322643-3;NR-22;I3
322644-1;NR-22;I3
322645-0;NR-22;I4
322646-8;NR-22;I4
322647-6;NR-22;I4
322648-4;NR-22;I4
322649-2;NR-22;I4
322650-6;NR-22;I4
322651-4;NR-22;I4
322652-2;NR-22;I4
322653-0;NR-22;I4
322654-9;NR-22;I4
322655-7;NR-22;I4
322656-5;NR-22;I2
322657-3;NR-22;I3
322658-1;NR-22;I4
322659-0;NR-22;I4
322660-3;NR-22;I4
322661-1;NR-22;I3
322662-0;NR-22;I3
322663-8;NR-22;I3
322664-6;NR-22;I3
322665-4;NR-22;I3
322666-2;NR-22;I2
322667-0;NR-22;I3
322668-9;NR-22;I3
322669-7;NR-22;I3
322670-0;NR-22;I4
322671-9;NR-22;I4
322672-7;NR-22;I4
322673-5;NR-22;I4
322674-3;NR-22;I4
322675-1;NR-22;I4
322676-0;NR-22;I4
322677-8;NR-22;I4
322678-6;NR-22;I4
322679-4;NR-22;I4
322680-8;NR-22;I2
322681-6;NR-22;I4
322682-4;NR-22;I3
322683-2;NR-22;I3
322684-0;NR-22;I4
322685-9;NR-22;I4
322686-7;NR-22;I2
322687-5;NR-22;I3
322688-3;NR-22;I3
322689-1;NR-22;I3
322690-5;NR-22;I3
322691-3;NR-22;I3
322692-1;NR-22;I3
322693-0;NR-22;I3
322694-8;NR-22;I4
322695-6;NR-22;I4
322696-4;NR-22;I4
322697-2;NR-22;I4
322698-0;NR-22;I4
322699-9;NR-22;I4
322700-6;NR-22;I4
322701-4;NR-22;I4
322702-2;NR-22;I4
322703-0;NR-22;I4
322704-9;NR-22;I4
322705-7;NR-22;I4
322706-5;NR-22;I3
322707-3;NR-22;I3
322708-1;NR-22;I4
322709-0;NR-22;I4
322710-3;NR-22;I4
322711-1;NR-22;I4
322712-0;NR-22;I4
322713-8;NR-22;I4
322714-6;NR-22;I4
322715-4;NR-22;I4
322716-2;NR-22;I4
322717-0;NR-22;I4
322718-9;NR-22;I4
322719-7;NR-22;I4
322720-0;NR-22;I4
322721-9;NR-22;I4
322722-7;NR-22;I4
322723-5;NR-22;I4
322724-3;NR-22;I4
322725-1;NR-22;I4
322726-0;NR-22;I4
322727-8;NR-22;I4
322728-6;NR-22;I4
322729-4;NR-22;I4
322730-8;NR-22;I4
322731-6;NR-22;I4
322732-4;NR-22;I4
322733-2;NR-22;I4
322734-0;NR-22;I4
322735-9;NR-22;I4
322736-7;NR-22;I4
322737-5;NR-22;I4
322738-3;NR-22;I4
322739-1;NR-22;I4
322740-5;NR-22;I4
322741-3;NR-22;I4
322742-1;NR-22;I4
322743-0;NR-22;I4
322744-8;NR-22;I4
322745-6;NR-22;I4
322746-4;NR-22;I4
322747-2;NR-22;I4
322748-0;NR-22;I4
322749-9;NR-22;I4
322750-2;NR-22;I4
322751-0;NR-22;I4
322752-9;NR-22;I4
322753-7;NR-22;I4
322754-5;NR-22;I4
322755-3;NR-22;I4
322756-1;NR-22;I4
322757-0;NR-22;I4
322758-8;NR-22;I4
322759-6;NR-22;I4
322760-0;NR-22;I4
322761-8;NR-22;I2
322762-6;NR-22;I4
322763-4;NR-22;I3
322764-2;NR-22;I4
322765-0;NR-22;I4
322766-9;NR-22;I4
322767-7;NR-22;I4
322768-5;NR-22;I4
322769-3;NR-22;I4
322770-7;NR-22;I4
322771-5;NR-22;I4
322772-3;NR-22;I4
322773-1;NR-22;I4
322774-0;NR-22;I4
322775-8;NR-22;I4
322776-6;NR-22;I4
322777-4;NR-22;I4
322778-2;NR-22;I4
322779-0;NR-22;I4
322780-4;NR-22;I4
322781-2;NR-22;I4
322782-0;NR-22;I3
322783-9;NR-22;I3
322784-7;NR-22;I4
322785-5;NR-22;I4
329372-6;NR-29;I4
329374-2;NR-29;I3
329375-0;NR-29;I3
329376-9;NR-29;I3
329377-7;NR-29;I3
329378-5;NR-29;I3
329379-3;NR-29;I3
329380-7;NR-29;I3
329381-5;NR-29;I3
329382-3;NR-29;I3
329383-1;NR-29;I3
329384-0;NR-29;I3
329385-8;NR-29;I3
329386-6;NR-29;I3
329387-4;NR-29;I3
329388-2;NR-29;I3
329389-0;NR-29;I3
329390-4;NR-29;I3
329391-2;NR-29;I3
329392-0;NR-29;I3
329393-9;NR-29;I2
329394-7;NR-29;I2
329396-3;NR-29;I2
329397-1;NR-29;I3
329398-0;NR-29;I3
329399-8;NR-29;I3
329400-5;NR-29;I3
329401-3;NR-29;I3
329402-1;NR-29;I3
329403-0;NR-29;I3
329404-8;NR-29;I3
329405-6;NR-29;I3
329406-4;NR-29;I3
329407-2;NR-29;I3
329408-0;NR-29;I3
329409-9;NR-29;I3
329410-2;NR-29;I3
329411-0;NR-29;I3
329412-9;NR-29;I3
329413-7;NR-29;I3
329414-5;NR-29;I3
329415-3;NR-29;I3
329416-1;NR-29;I3
329417-0;NR-29;I3
329418-8;NR-29;I3
329419-6;NR-29;I3
329420-0;NR-29;I3
329421-8;NR-29;I3
329422-6;NR-29;I3
329423-4;NR-29;I3
329424-2;NR-29;I3
329425-0;NR-29;I3
329426-9;NR-29;I3
329427-7;NR-29;I3
329428-5;NR-29;I3
329429-3;NR-29;I3
329430-7;NR-29;I3
329431-5;NR-29;I3
329432-3;NR-29;I3
329433-1;NR-29;I3
329434-0;NR-29;I2
329435-8;NR-29;I3
329436-6;NR-29;I3
329437-4;NR-29;I3
329438-2;NR-29;I3
329439-0;NR-29;I3
329440-4;NR-29;I3
329441-2;NR-29;I3
329442-0;NR-29;I3
329443-9;NR-29;I3
329444-7;NR-29;I3
329445-5;NR-29;I3
329446-3;NR-29;I3
329447-1;NR-29;I3
329448-0;NR-29;I3
329449-8;NR-29;I3
329450-1;NR-29;I3
329451-0;NR-29;I3
329452-8;NR-29;I3
329453-6;NR-29;I3
329454-4;NR-29;I3
329455-2;NR-29;I3
329456-0;NR-29;I3
329457-9;NR-29;I3
329458-7;NR-29;I3
329459-5;NR-29;I3
329460-9;NR-29;I3
329461-7;NR-29;I3
329462-5;NR-29;I3
329463-3;NR-29;I3
329464-1;NR-29;I3
329465-0;NR-29;I3
329466-8;NR-29;I3
329467-6;NR-29;I3
329468-4;NR-29;I3
329469-2;NR-29;I3
329470-6;NR-29;I3
329471-4;NR-29;I3
329472-2;NR-29;I3
329473-0;NR-29;I3
329474-9;NR-29;I3
329475-7;NR-29;I3
329476-5;NR-29;I3
329477-3;NR-29;I3
329478-1;NR-29;I3
329479-0;NR-29;I3
329480-3;NR-29;I3
329481-1;NR-29;I3
329482-0;NR-29;I3
329483-8;NR-29;I3
329484-6;NR-29;I3
329485-4;NR-29;I3
329486-2;NR-29;I3
329487-0;NR-29;I3
329488-9;NR-29;I3
329489-7;NR-29;I3
329490-0;NR-29;I3
329491-9;NR-29;I3
329492-7;NR-29;I3
329493-5;NR-29;I3
329494-3;NR-29;I3
329495-1;NR-29;I3
329496-0;NR-29;I3
329497-8;NR-29;I3
329498-6;NR-29;I3
329499-4;NR-29;I3
329500-1;NR-29;I3
329501-0;NR-29;I3
329502-8;NR-29;I3
329503-6;NR-29;I3
329504-4;NR-29;I3
329505-2;NR-29;I3
329506-0;NR-29;I3
329507-9;NR-29;I3
329508-7;NR-29;I3
329509-5;NR-29;I3
329510-9;NR-29;I3
329511-7;NR-29;I3
329512-5;NR-29;I3
329513-3;NR-29;I3
329514-1;NR-29;I3
329515-0;NR-29;I3
329516-8;NR-29;I3
329517-6;NR-29;I3
329518-4;NR-29;I3
329519-2;NR-29;I3
329520-6;NR-29;I3
329521-4;NR-29;I3
329522-2;NR-29;I3
329523-0;NR-29;I3
329524-9;NR-29;I3
329525-7;NR-29;I2
412001-9;NR-12;I3
412002-7;NR-12;I3
412003-5;NR-12;I4
412004-3;NR-12;I3
412005-1;NR-12;I3
412006-0;NR-12;I2
412007-8;NR-12;I4
412008-6;NR-12;I4
412009-4;NR-12;I4
412010-8;NR-12;I4
412011-6;NR-12;I2
412012-4;NR-12;I4
412013-2;NR-12;I2
412014-0;NR-12;I4
412015-9;NR-12;I4
412016-7;NR-12;I3
412017-5;NR-12;I3
412018-3;NR-12;I3
412019-1;NR-12;I3
412020-5;NR-12;I3
412021-3;NR-12;I3
412022-1;NR-12;I3
412023-0;NR-12;I3
412024-8;NR-12;I3
412025-6;NR-12;I3
